video_url,caption,states_of_matter,source,complexity,majority_sa,majority_pc
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_spray_bottle_sprays_water_onto_a_garden_plant._1.mp4,A spray bottle sprays water onto a garden plant.,solid_fluid,lavie,1,0,0
https://videophysics.s3.amazonaws.com/LaVIE/fluid_fluid/Pouring_milk_into_still_tea_1.mp4,Pouring milk into still tea.,fluid_fluid,lavie,1,0,1
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_cloth_soaking_up_laundry_detergent_in_a_bucket._1.mp4,A cloth soaking up laundry detergent in a bucket.,solid_fluid,lavie,1,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Skateboard_rolls_swiftly_over_the_bumpy_sidewalk._1.mp4,Skateboard rolls swiftly over the bumpy sidewalk.,solid_solid,lavie,0,1,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Metal_marbles_jostling_inside_a_marble_run._1.mp4,Metal marbles jostling inside a marble run.,solid_solid,lavie,0,0,0
https://videophysics.s3.amazonaws.com/LaVIE/fluid_fluid/Yogurt_merging_with_strawberry_puree._1.mp4,Yogurt merging with strawberry puree.,fluid_fluid,lavie,1,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/The_coffee_cup_rests_on_a_cork_coaster._1.mp4,The coffee cup rests on a cork coaster.,solid_solid,lavie,0,0,1
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_mixing_spoon_stirring_hot_chocolate_in_a_cup._1.mp4,A mixing spoon stirring hot chocolate in a cup.,solid_fluid,lavie,0,1,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/A_wheel_steadily_rolls_across_a_cement_path._1.mp4,A wheel steadily rolls across a cement path.,solid_solid,lavie,0,1,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/An_inflated_basketball_dribbling_on_the_concrete_court._1.mp4,An inflated basketball dribbling on the concrete court.,solid_solid,lavie,0,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Cloth_banner_hanging_from_wooden_twig._1.mp4,Cloth banner hanging from wooden twig.,solid_solid,lavie,0,1,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/Water_flows_down_a_circular_drain._1.mp4,Water flows down a circular drain.,solid_fluid,lavie,0,1,1
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Well-used_broom_leans_against_the_kitchen_pantry_door._1.mp4,Well-used broom leans against the kitchen pantry door.,solid_solid,lavie,0,1,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Comb_running_through_tangled_hair._1.mp4,Comb running through tangled hair.,solid_solid,lavie,1,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_diver_splashing_into_the_pool_water._1.mp4,A diver splashing into the pool water.,solid_fluid,lavie,1,1,0
https://videophysics.s3.amazonaws.com/LaVIE/fluid_fluid/Milk_whirls_in_black_coffee_1.mp4,Milk whirls in black coffee.,fluid_fluid,lavie,1,1,1
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Wood_carving_tool_skilfully_shapes_the_wood._1.mp4,Wood carving tool skilfully shapes the wood.,solid_solid,lavie,1,1,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Hand_shaking_salt_shaker._1.mp4,Hand shaking salt shaker.,solid_solid,lavie,1,0,1
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_brush_spreading_glue_on_a_piece_of_paper._1.mp4,A brush spreading glue on a piece of paper.,solid_fluid,lavie,1,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/Water_drips_from_a_leaky_tap_into_a_sink._1.mp4,Water drips from a leaky tap into a sink.,solid_fluid,lavie,0,0,1
https://videophysics.s3.amazonaws.com/LaVIE/fluid_fluid/Oil_cascades_into_vinegar_for_vinaigrette_1.mp4,Oil cascades into vinegar for vinaigrette.,fluid_fluid,lavie,1,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/The_wooden_beating_stick_beats_dust_off_the_rug._1.mp4,The wooden beating stick beats dust off the rug.,solid_solid,lavie,1,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Comb_teeth_slide_through_the_fine_hair._1.mp4,Comb teeth slide through the fine hair.,solid_solid,lavie,1,1,1
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Plastic_fidget_spinner_rotating_on_rubber_mat._1.mp4,Plastic fidget spinner rotating on rubber mat.,solid_solid,lavie,0,1,0
https://videophysics.s3.amazonaws.com/LaVIE/fluid_fluid/Cream_swirling_dreamily_into_coffee._1.mp4,Cream swirling dreamily into coffee.,fluid_fluid,lavie,1,1,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Tape_rips_open_a_package._1.mp4,Tape rips open a package.,solid_solid,lavie,1,0,0
https://videophysics.s3.amazonaws.com/LaVIE/fluid_fluid/Whipping_cream_twirls_in_hot_chocolate_1.mp4,Whipping cream twirls in hot chocolate.,fluid_fluid,lavie,1,1,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_large_log_floats_downstream_in_a_rushing_river._1.mp4,A large log floats downstream in a rushing river.,solid_fluid,lavie,1,0,1
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/A_hooked_sled_is_being_pulled_through_the_snow._1.mp4,A hooked sled is being pulled through the snow.,solid_solid,lavie,1,1,1
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/The_wristwatch_knob_winds_the_inner_spring_tightly._1.mp4,The wristwatch knob winds the inner spring tightly.,solid_solid,lavie,0,0,0
https://videophysics.s3.amazonaws.com/LaVIE/fluid_fluid/Smoothie_accepts_yogurt_into_a_blend_1.mp4,Smoothie accepts yogurt into a blend.,fluid_fluid,lavie,1,1,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Peeler_peels_an_apple._1.mp4,Peeler peels an apple.,solid_solid,lavie,1,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/The_tiny_needle_hole_threads_the_silk_string._1.mp4,The tiny needle hole threads the silk string.,solid_solid,lavie,0,1,1
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/The_pickaxe_digs_into_the_hard_ground._1.mp4,The pickaxe digs into the hard ground.,solid_solid,lavie,1,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/A_credit_card_swipes_through_the_machine._1.mp4,A credit card swipes through the machine.,solid_solid,lavie,0,1,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_tissue_blots_a_tear_from_an_eye._1.mp4,A tissue blots a tear from an eye.,solid_fluid,lavie,1,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Placing_an_egg_in_a_pan._1.mp4,Placing an egg in a pan.,solid_solid,lavie,0,1,1
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Scissors_lightly_nudges_against_the_edge_of_fabric._1.mp4,Scissors lightly nudges against the edge of fabric.,solid_solid,lavie,0,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Spatula_flips_pancake_in_air._1.mp4,Spatula flips pancake in air.,solid_solid,lavie,0,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/An_oar_rows_against_the_calm_water_in_the_lake._1.mp4,An oar rows against the calm water in the lake.,solid_fluid,lavie,0,1,1
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/The_potato_peeler_strips_off_the_potato_skin._1.mp4,The potato peeler strips off the potato skin.,solid_solid,lavie,1,1,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/A_swing_swinging_freely_in_the_air._1.mp4,A swing swinging freely in the air.,solid_solid,lavie,0,1,0
https://videophysics.s3.amazonaws.com/LaVIE/fluid_fluid/Whipped_cream_pouring_onto_hot_chocolate._1.mp4,Whipped cream pouring onto hot chocolate.,fluid_fluid,lavie,0,1,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Plastic_bag_collects_scraps_from_the_wood_pile._1.mp4,Plastic bag collects scraps from the wood pile.,solid_solid,lavie,1,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Bottle_cap_rolls_energetically_on_the_shiny_tabletop._1.mp4,Bottle cap rolls energetically on the shiny tabletop.,solid_solid,lavie,0,0,0
https://videophysics.s3.amazonaws.com/LaVIE/fluid_fluid/Water_softening_strong_whiskey._1.mp4,Water softening strong whiskey.,fluid_fluid,lavie,1,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/An_ice_cream_scooper_cuts_through_creamy_vanilla_ice_cream._1.mp4,An ice cream scooper cuts through creamy vanilla ice cream.,solid_fluid,lavie,0,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Book_slides_across_the_glass_table._1.mp4,Book slides across the glass table.,solid_solid,lavie,0,0,0
https://videophysics.s3.amazonaws.com/LaVIE/fluid_fluid/Champagne_mixing_with_fresh_orange_juice._1.mp4,Champagne mixing with fresh orange juice.,fluid_fluid,lavie,1,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_spoon_stirs_a_cup_of_hot_cocoa_with_marshmallows._1.mp4,A spoon stirs a cup of hot cocoa with marshmallows.,solid_fluid,lavie,1,0,1
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/An_apple_falls_into_a_vat_of_red_wine._1.mp4,An apple falls into a vat of red wine.,solid_fluid,lavie,0,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_water_gun_sprays_with_water_in_a_water_fight._1.mp4,A water gun sprays with water in a water fight.,solid_fluid,lavie,0,1,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/An_electric_beater_whips_cream_in_a_bowl._1.mp4,An electric beater whips cream in a bowl.,solid_fluid,lavie,1,0,1
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Metal_grinder_crushing_coffee_beans._1.mp4,Metal grinder crushing coffee beans.,solid_solid,lavie,1,1,1
https://videophysics.s3.amazonaws.com/LaVIE/fluid_fluid/Spray_paint_misting_through_the_air._1.mp4,Spray paint misting through the air.,fluid_fluid,lavie,0,1,1
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_rock_splashes_into_a_small_forest_stream._1.mp4,A rock splashes into a small forest stream.,solid_fluid,lavie,0,0,1
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Slipped_book_crashes_against_the_carpeted_floor._1.mp4,Slipped book crashes against the carpeted floor.,solid_solid,lavie,1,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Paint_stripper_strips_the_wall._1.mp4,Paint stripper strips the wall.,solid_solid,lavie,1,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_hand_fan_directs_a_gust_of_air_towards_a_hot_face._1.mp4,A hand fan directs a gust of air towards a hot face.,solid_fluid,lavie,0,0,0
https://videophysics.s3.amazonaws.com/LaVIE/fluid_fluid/Oil_floating_atop_crystal_clear_water._1.mp4,Oil floating atop crystal clear water.,fluid_fluid,lavie,0,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/Water_flows_freely_from_a_fully_turned_faucet._1.mp4,Water flows freely from a fully turned faucet.,solid_fluid,lavie,0,0,1
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Hammer_striking_down_upon_a_stubborn_nail._1.mp4,Hammer striking down upon a stubborn nail.,solid_solid,lavie,1,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Wooden_pencil_rolls_around_on_a_flat_desk._1.mp4,Wooden pencil rolls around on a flat desk.,solid_solid,lavie,0,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Stamp_presses_into_the_ink_pad._1.mp4,Stamp presses into the ink pad.,solid_solid,lavie,0,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_leaf_drops_and_floats_on_a_still_pond._1.mp4,A leaf drops and floats on a still pond.,solid_fluid,lavie,0,0,1
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_butter_knife_spreads_a_layer_of_butter_over_bread._1.mp4,A butter knife spreads a layer of butter over bread.,solid_fluid,lavie,0,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_diver_takes_a_plunge_into_a_swift_river._1.mp4,A diver takes a plunge into a swift river.,solid_fluid,lavie,1,1,1
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Clasping_a_necklace_around_a_neck._1.mp4,Clasping a necklace around a neck.,solid_solid,lavie,0,1,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/Hands_wash_meticulously_under_the_flowing_water._1.mp4,Hands wash meticulously under the flowing water.,solid_fluid,lavie,1,1,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/Hands_lather_up_with_soap_under_running_water._1.mp4,Hands lather up with soap under running water.,solid_fluid,lavie,1,1,1
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_cup_sits_in_a_sink_full_of_soapy_water._1.mp4,A cup sits in a sink full of soapy water.,solid_fluid,lavie,0,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/The_car_is_traversing_over_the_lengthy_bridge._1.mp4,The car is traversing over the lengthy bridge.,solid_solid,lavie,0,1,1
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_baseball_arcs_through_the_air._1.mp4,A baseball arcs through the air.,solid_fluid,lavie,0,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/An_oar_stirs_up_ripples_as_it_pushes_through_the_calm_lake._1.mp4,An oar stirs up ripples as it pushes through the calm lake.,solid_fluid,lavie,0,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_diver_plunges_headlong_into_a_sparkling_pool._1.mp4,A diver plunges headlong into a sparkling pool.,solid_fluid,lavie,1,1,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_teaspoon_stirs_sugar_into_a_cup_of_coffee._1.mp4,A teaspoon stirs sugar into a cup of coffee.,solid_fluid,lavie,1,0,1
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Spoon_stirring_the_coffee_in_a_mug._1.mp4,Spoon stirring the coffee in a mug.,solid_fluid,lavie,0,1,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_stroller_wheels_through_a_large_puddle._1.mp4,A stroller wheels through a large puddle.,solid_fluid,lavie,0,1,1
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Wood_block_obstructing_wriggly_worm._1.mp4,Wood block obstructing wriggly worm.,solid_solid,lavie,0,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/Foot_kicks_water_in_the_swimming_pool._1.mp4,Foot kicks water in the swimming pool.,solid_fluid,lavie,1,1,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/Paint_spraying_out_of_a_spray_can_onto_a_canvas._1.mp4,Paint spraying out of a spray can onto a canvas.,solid_fluid,lavie,0,1,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_shaker_mixes_a_delightful_cocktail_at_the_bar._1.mp4,A shaker mixes a delightful cocktail at the bar.,solid_fluid,lavie,1,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Brick_falling_onto_another_brick._1.mp4,Brick falling onto another brick.,solid_solid,lavie,0,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_faucet_drips_water_into_a_sink_due_to_a_leak._1.mp4,A faucet drips water into a sink due to a leak.,solid_fluid,lavie,0,1,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_wooden_spoon_stirring_soup_in_a_pot._1.mp4,A wooden spoon stirring soup in a pot.,solid_fluid,lavie,0,0,1
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/The_screwdriver_tightens_the_metal_screw_in_the_wood._1.mp4,The screwdriver tightens the metal screw in the wood.,solid_solid,lavie,1,0,1
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_rubber_duck_floats_in_a_bubble_bath._1.mp4,A rubber duck floats in a bubble bath.,solid_fluid,lavie,0,1,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_toothbrush_scrubs_with_toothpaste_over_teeth._1.mp4,A toothbrush scrubs with toothpaste over teeth.,solid_fluid,lavie,1,0,1
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_spoon_scoops_creamy_soup_from_a_pot._1.mp4,A spoon scoops creamy soup from a pot.,solid_fluid,lavie,0,1,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Ripping_paper_sheet_by_hand._1.mp4,Ripping paper sheet by hand.,solid_solid,lavie,1,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Plastic_frisbee_lands_on_a_lush_grass_lawn._1.mp4,Plastic frisbee lands on a lush grass lawn.,solid_solid,lavie,0,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_plastic_bottle_slides_down_a_water_slide._1.mp4,A plastic bottle slides down a water slide.,solid_fluid,lavie,1,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_tissue_soaking_up_a_teardrop._1.mp4,A tissue soaking up a teardrop.,solid_fluid,lavie,1,0,1
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Heavy_hammer_hits_the_nail_into_the_wood_plank._1.mp4,Heavy hammer hits the nail into the wood plank.,solid_solid,lavie,1,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_car_gliding_over_a_road_slick_with_rainwater._1.mp4,A car gliding over a road slick with rainwater.,solid_fluid,lavie,0,1,1
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_futuristic_hoverboard_hovers_just_above_the_water._1.mp4,A futuristic hoverboard hovers just above the water.,solid_fluid,lavie,0,1,1
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_butter_knife_spreading_butter_on_a_slice_of_bread._1.mp4,A butter knife spreading butter on a slice of bread.,solid_fluid,lavie,0,1,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_mop_sweeps_soapy_water_over_a_floor._1.mp4,A mop sweeps soapy water over a floor.,solid_fluid,lavie,1,0,1
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/Toothpaste_squirting_from_a_tube_onto_a_brush._1.mp4,Toothpaste squirting from a tube onto a brush.,solid_fluid,lavie,0,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Shoveling_sand_into_a_bucket._1.mp4,Shoveling sand into a bucket.,solid_solid,lavie,1,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_soap_bar_rinsing_under_a_flow_of_water._1.mp4,A soap bar rinsing under a flow of water.,solid_fluid,lavie,0,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Ring_slides_onto_the_finger._1.mp4,Ring slides onto the finger.,solid_solid,lavie,0,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Candle_slides_along_a_smooth_ceramic_plate._1.mp4,Candle slides along a smooth ceramic plate.,solid_solid,lavie,0,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Coin_flicking_into_a_sparkling_fountain._1.mp4,Coin flicking into a sparkling fountain.,solid_solid,lavie,1,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_swimmer_dives_into_a_crystal_clear_lake._1.mp4,A swimmer dives into a crystal clear lake.,solid_fluid,lavie,1,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Pencil_sharpener_sharpens_the_pencil._1.mp4,Pencil sharpener sharpens the pencil.,solid_solid,lavie,1,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_brush_dips_into_bright_watercolor_paint._1.mp4,A brush dips into bright watercolor paint.,solid_fluid,lavie,1,1,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/The_rope_supports_a_wooden_swing._1.mp4,The rope supports a wooden swing.,solid_solid,lavie,0,1,1
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/Maple_syrup_drizzling_from_a_bottle_onto_pancakes._1.mp4,Maple syrup drizzling from a bottle onto pancakes.,solid_fluid,lavie,0,1,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_broom_sweeps_water_off_a_porch._1.mp4,A broom sweeps water off a porch.,solid_fluid,lavie,1,1,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/The_bristle_brush_effectively_polishes_the_leather_shoe._1.mp4,The bristle brush effectively polishes the leather shoe.,solid_solid,lavie,0,1,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Loose_sneaker_swings_on_dangling_foot._1.mp4,Loose sneaker swings on dangling foot.,solid_solid,lavie,0,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_cookie_is_being_dipped_into_a_cup_of_hot_coffee._1.mp4,A cookie is being dipped into a cup of hot coffee.,solid_fluid,lavie,0,0,1
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/Water_dripping_from_a_faucet_into_a_sink._1.mp4,Water dripping from a faucet into a sink.,solid_fluid,lavie,0,0,1
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Darts_lands_in_the_middle_of_the_cork_dartboard._1.mp4,Darts lands in the middle of the cork dartboard.,solid_solid,lavie,1,1,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_hefty_stone_sinks_into_the_depths_of_a_pond._1.mp4,A hefty stone sinks into the depths of a pond.,solid_fluid,lavie,0,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_pebble_splashes_into_the_serene_pond_water._1.mp4,A pebble splashes into the serene pond water.,solid_fluid,lavie,0,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/Hands_wring_out_water_from_a_soaked_cloth._1.mp4,Hands wring out water from a soaked cloth.,solid_fluid,lavie,1,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/The_net_catches_the_fast-moving_soccer_ball._1.mp4,The net catches the fast-moving soccer ball.,solid_solid,lavie,1,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_whisk_churns_heavy_cream_into_whipped_cream._1.mp4,A whisk churns heavy cream into whipped cream.,solid_fluid,lavie,1,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/Fingers_pop_the_air-filled_bubbles_of_a_bubble_wrap._1.mp4,Fingers pop the air-filled bubbles of a bubble wrap.,solid_fluid,lavie,1,0,1
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/The_nerf_gun_shoots_a_foam_dart._1.mp4,The nerf gun shoots a foam dart.,solid_solid,lavie,0,0,1
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_wooden_spoon_stirs_a_pot_full_of_hot_soup._1.mp4,A wooden spoon stirs a pot full of hot soup.,solid_fluid,lavie,0,1,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/Stirring_soup_with_a_spoon._1.mp4,Stirring soup with a spoon.,solid_fluid,lavie,0,1,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/Mustard_squirting_out_of_a_plastic_bottle_onto_a_hotdog._1.mp4,Mustard squirting out of a plastic bottle onto a hotdog.,solid_fluid,lavie,0,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_coffee_stirrer_swirling_iced_coffee_in_a_glass._1.mp4,A coffee stirrer swirling iced coffee in a glass.,solid_fluid,lavie,1,0,1
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_spray_bottle_sprays_cleaning_solution_onto_a_countertop._1.mp4,A spray bottle sprays cleaning solution onto a countertop.,solid_fluid,lavie,0,0,1
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_waterfall_cascades_over_jagged_rocks._1.mp4,A waterfall cascades over jagged rocks.,solid_fluid,lavie,1,1,1
https://videophysics.s3.amazonaws.com/LaVIE/solid_solid/A_football_zigzagging_across_the_grassy_field._1.mp4,A football zigzagging across the grassy field.,solid_solid,lavie,0,0,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_straw_sucks_up_a_soft_drink_from_a_glass._1.mp4,A straw sucks up a soft drink from a glass.,solid_fluid,lavie,0,1,1
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/Soap_washes_grime_off_dirty_hands._1.mp4,Soap washes grime off dirty hands.,solid_fluid,lavie,1,1,0
https://videophysics.s3.amazonaws.com/LaVIE/solid_fluid/A_pro_surfer_sails_smoothly_on_the_wave-kissed_waters._1.mp4,A pro surfer sails smoothly on the wave-kissed waters.,solid_fluid,lavie,1,1,0
